car_name,registration_year,insurance_validity,fuel_type,ownsership,transmission,manufacturing_year,seats,kms_driven,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs),short_carname
2017 Mercedes-Benz S-Class S400,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,56000.0,7.81,2996.0,333.0,63.75,Mercedes-Benz S-Class
2020 Nissan Magnite Turbo CVT XV Premium Opt BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,30615.0,17.4,999.0,9863.0,8.99,Nissan Magnite
2018 BMW X1 sDrive 20d xLine,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,24000.0,20.68,1995.0,188.0,23.75,BMW X1
2019 Kia Seltos GTX Plus,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,18378.0,16.5,1353.0,13808.0,13.56,Kia Seltos
2019 Skoda Superb LK 1.8 TSI AT,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,44900.0,14.67,1798.0,17746.0,24.0,Skoda Superb
2017 Honda Jazz 1.2 S i VTEC,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,42000.0,18.7,1199.0,887.0,5.45,Honda Jazz
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2018,5.0,36739.0,18.9,1197.0,8186.0,5.12,Hyundai Grand
2018 Hyundai Creta 1.6 SX,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,76000.0,15.8,1591.0,1213.0,9.3,Hyundai Creta
2015 Mercedes-Benz S-Class S 350 CDI,2015,Comprehensive,Diesel,Second Owner,Automatic,2015,5.0,68000.0,13.5,2987.0,25479.0,42.0,Mercedes-Benz S-Class
2019 Tata Nexon 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,28783.0,17.0,1198.0,1085.0,8.02,Tata Nexon
2020 Honda City VX CVT,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,40000.0,17.4,1497.0,1176.0,10.95,Honda City
2021 Renault Duster RXS,2022,Comprehensive,Petrol,First Owner,Manual,2021,5.0,17382.0,16.42,1498.0,10455.0,8.99,Renault Duster
2014 BMW 3 Series 320d Prestige,2014,Third Party,Diesel,First Owner,Automatic,2014,5.0,120000.0,18.88,1995.0,184.0,7.45,BMW 3
2021 Hyundai Venue SX Plus Turbo DCT,2022,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,17000.0,18.15,998.0,11835.0,10.95,Hyundai Venue
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,26867.0,18.9,1197.0,8186.0,5.78,Hyundai Grand
2022 Hyundai i20 Asta Opt,2022,Third Party,Petrol,First Owner,Manual,2022,5.0,30000.0,21.0,1197.0,8180.0,8.95,Hyundai i20
2014 BMW 3 Series 320d Luxury Line,2014,Third Party,Diesel,First Owner,Automatic,2014,5.0,150000.0,18.88,1995.0,184.0,8.5,BMW 3
2018 BMW 3 Series 320d Luxury Line,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,53000.0,22.69,1995.0,190.0,23.5,BMW 3
2019 Ford Ecosport 1.5 Petrol Titanium Plus BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,40000.0,17.0,1497.0,12136.0,7.95,Ford Ecosport
2020 Jeep Compass 1.4 Limited Plus,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,48000.0,14.1,1368.0,16077.0,18.95,Jeep Compass
2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,First Owner,Automatic,2021,6.0,35000.0,12.4,1996.0,21501.0,35.0,MG Gloster
2010 Maruti Swift 1.2 VXi BSII,2010,Comprehensive,Petrol,First Owner,Manual,2010,5.0,100525.0,16.1,1197.0,85.0,2.09,Maruti Swift
2015 Honda City i VTEC CVT VX,2015,Third Party,Petrol,Second Owner,Automatic,2015,5.0,83000.0,18.0,1497.0,1173.0,6.25,Honda City
2011 Maruti Wagon R LXI BSIII,2011,Comprehensive,Petrol,Second Owner,Manual,2011,5.0,40191.0,998.0,671.0,90.0,2.12,Maruti Wagon
2015 Audi A6 35 TDI,2015,Comprehensive,Diesel,First Owner,Automatic,2015,5.0,62152.0,18.53,1968.0,18774.0,20.0,Audi A6
2017 Hyundai Creta 1.6 VTVT S,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,49000.0,15.29,1591.0,1213.0,8.35,Hyundai Creta
2017 Maruti Baleno 1.2 Delta,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,56215.0,21.4,1197.0,831.0,5.03,Maruti Baleno
2018 Toyota Yaris J,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,53000.0,17.1,1496.0,10594.0,6.95,Toyota Yaris
2015 Toyota Fortuner 4x2 AT,2015,Comprehensive,Diesel,First Owner,Automatic,2015,7.0,100000.0,12.55,2982.0,1685.0,16.0,Toyota Fortuner
2020 Hyundai Creta SX Turbo BSVI,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,36346.0,16.8,1353.0,13808.0,15.22,Hyundai Creta
2018 Jaguar XE 2.0L Diesel Portfolio,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,48000.0,13.5,1999.0,177.0,26.95,Jaguar XE
2019 Hyundai i20 Sportz Plus BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,42098.0,18.6,1197.0,8186.0,6.7,Hyundai i20
2018 Jeep Compass 2.0 Longitude Option BSIV,2018,Third Party,Diesel,First Owner,Manual,2018,5.0,40000.0,17.1,1956.0,170.0,10.75,Jeep Compass
2019 BMW X1 sDrive 20d xLine,2019,Comprehensive,Diesel,First Owner,Automatic,2019,5.0,64000.0,20.68,1995.0,188.0,25.5,BMW X1
2022 Maruti Swift ZXI Plus DT AMT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,13158.0,22.56,1197.0,8850.0,8.38,Maruti Swift
2018 Hyundai Creta 1.6 SX Automatic Diesel,2018,Third Party,Diesel,First Owner,Automatic,2018,5.0,65400.0,17.6,1582.0,1262.0,10.9,Hyundai Creta
2017 Honda Amaze S i-VTEC,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,100000.0,17.8,1198.0,867.0,3.95,Honda Amaze
2022 Tata Tiago XZ Plus CNG BSVI,2022,Comprehensive,CNG,First Owner,Manual,2022,5.0,30000.0,26.49,1199.0,72.0,7.25,Tata Tiago
2017 Honda Jazz 1.5 E i DTEC,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,62000.0,1498.0,986.0,200.0,4.75,Honda Jazz
2010 Volkswagen Beetle 2.0,2010,Comprehensive,Petrol,First Owner,Automatic,2010,4.0,40000.0,10.98,1984.0,1144.0,11.95,Volkswagen Beetle
2023 Honda City ZX CVT,2023,Comprehensive,Petrol,First Owner,Automatic,2023,5.0,10280.0,18.4,1498.0,11935.0,16.0,Honda City
2015 Maruti Baleno 1.2 Alpha,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,17282.0,21.4,1197.0,831.0,5.45,Maruti Baleno
2019 Honda CR-V 2.0 CVT,2019,Third Party,Petrol,First Owner,Automatic,2019,5.0,30500.0,14.4,1997.0,15189.0,22.95,Honda CR-V
2020 Kia Seltos HTX Plus Diesel,2020,Comprehensive,Diesel,First Owner,Manual,2020,5.0,60755.0,20.8,1493.0,11343.0,13.51,Kia Seltos
2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,Second Owner,Automatic,2021,5.0,25000.0,11.9,1950.0,20115.0,40.75,Mercedes-Benz C-Class
2018 Mahindra Scorpio S11,2018,Comprehensive,Diesel,First Owner,Manual,2018,7.0,47000.0,15.4,2179.0,13678.0,14.5,Mahindra Scorpio
2020 Kia Seltos GTX DCT,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,59316.0,16.2,1353.0,138.0,13.99,Kia Seltos
2021 Toyota Yaris J BSIV,2021,Comprehensive,Petrol,Third Owner,Manual,2021,5.0,48000.0,17.1,1496.0,1055.0,6.95,Toyota Yaris
2023 BMW 5 Series 530i M Sport BSVI,2023,Zero Dep,Petrol,First Owner,Automatic,2023,5.0,20000.0,14.82,1998.0,24808.0,65.0,BMW 5
2020 Renault KWID Climber 1.0 AMT Opt,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,12503.0,22.0,999.0,67.0,5.15,Renault KWID
2021 Jeep Compass 1.4 Sport BSVI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,10000.0,14.3,1368.0,16077.0,15.95,Jeep Compass
2011 Maruti Swift 1.2 VXi BSII,2011,Comprehensive,Petrol,Second Owner,Manual,2011,5.0,73717.0,16.1,1197.0,85.0,2.41,Maruti Swift
2016 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,Third Party,Diesel,Second Owner,Automatic,2016,7.0,90000.0,11.3,2987.0,2548.0,32.5,Mercedes-Benz GL-Class
2017 Honda Jazz V CVT,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,17000.0,17.1,1199.0,8850.0,5.95,Honda Jazz
2014 Hyundai Grand i10 AT Asta,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,36047.0,18.9,1197.0,82.0,4.32,Hyundai Grand
2018 Maruti Wagon R CNG LXI,2018,Comprehensive,CNG,First Owner,Manual,2018,5.0,45000.0,998.0,5833.0,78.0,4.45,Maruti Wagon
2009 Maruti Swift Dzire VDi,2009,Third Party,Diesel,First Owner,Manual,2009,5.0,100000.0,19.3,1248.0,739.0,2.0,Maruti Swift
2016 Hyundai i10 Sportz,2016,Comprehensive,Petrol,Second Owner,Manual,2016,5.0,50000.0,20.36,1197.0,789.0,3.45,Hyundai i10
2018 Maruti Swift VXI,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,51000.0,22.0,1197.0,8180.0,5.5,Maruti Swift
2018 Mahindra XUV500 W5,2018,Third Party,Diesel,Second Owner,Manual,2018,7.0,62000.0,2179.0,15287.0,360.0,8.5,Mahindra XUV500
2017 Toyota Camry 2.5 Hybrid,2017,Third Party,Petrol,First Owner,Automatic,2017,5.0,45000.0,19.16,2494.0,1577.0,22.5,Toyota Camry
2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,17041.0,20.28,998.0,11841.0,10.49,Hyundai i20
2018 Mahindra XUV500 W6 1.99 mHawk,2018,Comprehensive,Diesel,First Owner,Manual,2018,7.0,49000.0,16.0,1997.0,140.0,9.25,Mahindra XUV500
2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,23588.0,18.27,998.0,11835.0,9.2,Hyundai Venue
2018 Mercedes-Benz CLA Urban Sport 200d,2018,Comprehensive,Diesel,Second Owner,Automatic,2018,5.0,50000.0,17.9,2143.0,1341.0,22.0,Mercedes-Benz CLA
2017 Toyota Innova Crysta 2.8 GX AT BSIV,2017,Third Party,Diesel,First Owner,Automatic,2017,7.0,76000.0,11.36,2755.0,1715.0,14.75,Toyota Innova
2019 Maruti Baleno Delta,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,49341.0,21.01,1197.0,8180.0,5.76,Maruti Baleno
2013 Honda Amaze VX i-Vtech,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,56000.0,18.0,1198.0,867.0,3.25,Honda Amaze
2023 MG Hector Plus 1.5 Turbo Sharp Pro CVT BSVI,2023,Comprehensive,Petrol,First Owner,Automatic,2023,6.0,12000.0,12.34,1451.0,141.0,21.0,MG Hector
2014 Honda City i VTEC V,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,51734.0,17.8,1497.0,1173.0,5.72,Honda City
2018 Maruti Swift VXI,2018,Third Party,Petrol,First Owner,Manual,2018,5.0,22000.0,22.0,1197.0,8180.0,5.75,Maruti Swift
2018 Hyundai Creta 1.6 SX Diesel,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,45084.0,20.5,1582.0,1262.0,9.22,Hyundai Creta
2015 Mahindra Scorpio S10 AT 4WD,2015,Third Party,Diesel,First Owner,Automatic,2015,7.0,20000.0,15.4,2179.0,120.0,11.0,Mahindra Scorpio
2016 Honda Amaze S i-VTEC,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,29000.0,17.8,1198.0,867.0,4.8,Honda Amaze
2021 Hyundai Venue SX Turbo,2022,Comprehensive,Petrol,First Owner,Manual,2021,5.0,16763.0,18.27,998.0,11835.0,9.69,Hyundai Venue
2022 Tata Altroz XM plus BSVI,2022,Third Party,Petrol,First Owner,Manual,2022,5.0,6000.0,19.33,1199.0,8683.0,6.95,Tata Altroz
2015 Mahindra XUV500 W4,2015,Comprehensive,Diesel,First Owner,Manual,2015,7.0,86000.0,15.1,2179.0,140.0,5.45,Mahindra XUV500
2018 Honda Jazz VX CVT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,24000.0,17.1,1199.0,8850.0,6.55,Honda Jazz
2021 Hyundai Venue S,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,9000.0,20.36,1197.0,8180.0,7.75,Hyundai Venue
2022 Kia Carens Prestige Plus Turbo DCT 2022-2023,2022,Comprehensive,Petrol,First Owner,Automatic,2022,7.0,14900.0,16.5,1353.0,13805.0,16.5,Kia Carens
2022 Hyundai i20 N-Line N8 DCT BSVI,2022,Comprehensive,Petrol,Second Owner,Automatic,2022,5.0,17172.0,20.25,998.0,11841.0,10.33,Hyundai i20
2020 Mercedes-Benz GLE 300d BSVI,2020,Zero Dep,Diesel,First Owner,Automatic,2020,5.0,33000.0,1950.0,24138.0,500.0,78.0,Mercedes-Benz GLE
2016 Renault KWID RXT,2016,Third Party,Petrol,Second Owner,Manual,2016,5.0,38000.0,25.17,799.0,533.0,1.85,Renault KWID
2022 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,First Owner,Manual,2022,5.0,11501.0,19.33,1199.0,8683.0,8.24,Tata Altroz
2022 Mercedes-Benz GLE 300d BSVI,2022,Zero Dep,Diesel,First Owner,Automatic,2022,5.0,43703.0,1950.0,24138.0,500.0,82.9,Mercedes-Benz GLE
2021 Toyota Fortuner Legender 4x2 AT,2021,Comprehensive,Diesel,First Owner,Automatic,2021,7.0,29800.0,2755.0,20115.0,500.0,44.0,Toyota Fortuner
2020 Maruti Baleno Zeta,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,22051.0,21.01,1197.0,8180.0,6.98,Maruti Baleno
2021 Maruti Baleno Sigma,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,32965.0,1197.0,8180.0,113.0,5.75,Maruti Baleno
2014 Hyundai i10 Magna 1.1L,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,96593.0,1086.0,6805.0,9904.0,2.73,Hyundai i10
2017 Hyundai Verna 1.6 VTVT SX Option,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,50000.0,17.01,1591.0,1213.0,6.75,Hyundai Verna
2022 BMW 2 Series 220i M Sport Pro BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,15000.0,14.82,1998.0,18908.0,42.0,BMW 2
2020 Tata Tiago XZ Plus Dual Tone Roof BSVI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,27138.0,19.01,1199.0,8482.0,5.92,Tata Tiago
2022 Maruti Baleno 1.2 Delta,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,15000.0,21.4,1197.0,831.0,7.25,Maruti Baleno
2018 Mercedes-Benz CLS-Class 250 CDI,2018,Third Party,Diesel,First Owner,Automatic,2018,4.0,10000.0,19.4,2143.0,204.0,38.0,Mercedes-Benz CLS-Class
2023 Mahindra Scorpio N Z8L AT BSVI,2023,Comprehensive,Petrol,First Owner,Automatic,2023,7.0,9000.0,1997.0,200.0,380.0,23.45,Mahindra Scorpio
2021 Kia Sonet HTX Plus Turbo iMT BSVI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,10000.0,18.2,998.0,11836.0,10.2,Kia Sonet
2020 Kia Seltos GTX Plus Diesel AT,2020,Comprehensive,Diesel,First Owner,Automatic,2020,5.0,70000.0,18.0,1493.0,11343.0,14.95,Kia Seltos
2020 Mercedes-Benz C-Class Progressive C 220d,2020,Comprehensive,Diesel,First Owner,Automatic,2020,5.0,30000.0,12.6,1950.0,194.0,37.5,Mercedes-Benz C-Class
2021 Hyundai i20 N-Line N8 DCT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,16684.0,20.25,998.0,11841.0,11.11,Hyundai i20
2019 Mercedes-Benz AMG C43 4MATIC Coupe,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,30000.0,2996.0,38487.0,520.0,67.0,Mercedes-Benz AMG
2012 Maruti Swift LXI BSIV,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,92543.0,1197.0,8180.0,113.0,2.74,Maruti Swift
2021 Mahindra XUV700 AX7 AT Luxury Pack BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,7.0,25000.0,1999.0,19713.0,380.0,24.75,Mahindra XUV700
2016 Ford Ecosport 1.5 Diesel Titanium Plus,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,59870.0,21.7,1498.0,9896.0,4.95,Ford Ecosport
2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,62700.0,18.6,1197.0,8183.0,5.22,Hyundai i20
2019 Kia Seltos HTX Plus AT D,2019,Third Party,Diesel,First Owner,Automatic,2019,5.0,42132.0,17.8,1493.0,1134.0,14.75,Kia Seltos
2018 Mercedes-Benz CLA 200 CGI Sport,2018,Third Party,Petrol,First Owner,Automatic,2018,5.0,32000.0,15.04,1991.0,183.0,25.75,Mercedes-Benz CLA
2010 Maruti A-Star Zxi,2010,Comprehensive,Petrol,First Owner,Manual,2010,5.0,58873.0,19.0,998.0,661.0,1.82,Maruti A-Star
2018 Renault Duster Petrol RXS CVT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,10000.0,14.99,1498.0,1045.0,7.95,Renault Duster
2022 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,First Owner,Manual,2022,5.0,14069.0,19.33,1199.0,8683.0,8.24,Tata Altroz
2014 Renault Duster RXL AWD,2014,Third Party,Diesel,First Owner,Manual,2014,5.0,80000.0,19.01,1461.0,10845.0,2.85,Renault Duster
2016 Honda City i VTEC V,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,57453.0,17.8,1497.0,1173.0,6.24,Honda City
2016 Mercedes-Benz GLS 350d 4MATIC,2016,Third Party,Diesel,Second Owner,Automatic,2016,7.0,40000.0,11.0,2987.0,258.0,43.33,Mercedes-Benz GLS
2022 Volvo XC40 T4 R-Design,2022,Zero Dep,Petrol,First Owner,Automatic,2022,5.0,16433.0,1969.0,18740.0,300.0,43.75,Volvo XC40
2018 BMW X1 sDrive20i xLine,2018,Third Party,Petrol,First Owner,Automatic,2018,5.0,17860.0,15.71,1998.0,189.0,29.9,BMW X1
2020 Toyota Innova Crysta 2.8 ZX AT BSIV,2020,Comprehensive,Diesel,First Owner,Automatic,2020,7.0,52000.0,11.36,2755.0,1715.0,22.5,Toyota Innova
2019 Mercedes-Benz S-Class S 350 d,2020,Comprehensive,Diesel,First Owner,Automatic,2019,5.0,27200.0,13.5,2925.0,28161.0,77.0,Mercedes-Benz S-Class
2014 Hyundai Grand i10 Asta Option,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,25260.0,18.9,1197.0,82.0,4.37,Hyundai Grand
2019 BMW 5 Series 520d Luxury Line,2020,Zero Dep,Diesel,Second Owner,Automatic,2019,5.0,21421.0,20.37,1995.0,18774.0,45.9,BMW 5
2015 Hyundai i10 Sportz,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,70215.0,20.36,1197.0,789.0,3.08,Hyundai i10
2022 Hyundai Alcazar Platinum (O) Diesel AT,2022,Comprehensive,Diesel,First Owner,Automatic,2022,6.0,32900.0,23.8,1493.0,11398.0,20.0,Hyundai Alcazar
2021 Mercedes-Benz C-Class Progressive C 200,2021,Third Party,Petrol,First Owner,Automatic,2021,5.0,40045.0,11.9,1950.0,20115.0,43.9,Mercedes-Benz C-Class
2010 Maruti A-Star Vxi,2011,Comprehensive,Petrol,First Owner,Manual,2010,5.0,75000.0,19.0,998.0,661.0,1.68,Maruti A-Star
2019 Mercedes-Benz C-Class Progressive C 200,2021,Third Party,Petrol,First Owner,Automatic,2019,5.0,32325.0,11.9,1950.0,20115.0,44.9,Mercedes-Benz C-Class
2021 MG Gloster Savvy 6-Str,2021,Third Party,Diesel,First Owner,Automatic,2021,6.0,68000.0,12.4,1996.0,21501.0,33.0,MG Gloster
2015 Hyundai Grand i10 Nios AMT Asta,2015,Comprehensive,Petrol,First Owner,Automatic,2015,5.0,78501.0,20.7,1197.0,8186.0,3.94,Hyundai Grand
2018 Land Rover Discovery Sport Petrol SE 7S,2019,Zero Dep,Petrol,First Owner,Automatic,2018,7.0,46853.0,12.83,1997.0,23736.0,45.9,Land Rover
2021 Maruti Baleno Zeta,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,27114.0,21.01,1197.0,8180.0,7.18,Maruti Baleno
2017 Hyundai Creta 1.6 VTVT AT SX Plus,2017,Third Party,Petrol,First Owner,Automatic,2017,5.0,88000.0,13.0,1591.0,1213.0,8.65,Hyundai Creta
2013 Maruti Swift Dzire VXI,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,58382.0,19.1,1197.0,858.0,3.54,Maruti Swift
2015 Skoda Rapid 1.6 MPI Ambition Plus,2015,Third Party,Petrol,Second Owner,Manual,2015,5.0,80000.0,15.0,1598.0,1036.0,3.3,Skoda Rapid
2020 Mercedes-Benz C-Class Progressive C 200,2020,Zero Dep,Petrol,First Owner,Automatic,2020,5.0,32628.0,11.9,1950.0,20115.0,41.9,Mercedes-Benz C-Class
2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,First Owner,Automatic,2021,6.0,35000.0,12.4,1996.0,21501.0,36.0,MG Gloster
2014 Hyundai Grand i10 Magna,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,67264.0,1197.0,82.0,114.0,3.27,Hyundai Grand
2019 Mercedes-Benz V-Class 2019-2022 Exclusive,2019,Zero Dep,Diesel,First Owner,Automatic,2019,6.0,17000.0,16.0,1950.0,16092.0,65.0,Mercedes-Benz V-Class
2013 Maruti Wagon R LXI CNG,2013,Comprehensive,CNG,Second Owner,Manual,2013,5.0,77584.0,26.6,998.0,5816.0,2.8,Maruti Wagon
2016 Mercedes-Benz S-Class Maybach S500,2016,Comprehensive,Petrol,First Owner,Automatic,2016,4.0,50000.0,7.81,4663.0,459.0,98.5,Mercedes-Benz S-Class
2017 Mahindra Scorpio S6 Plus 7 Seater,2017,Third Party,Diesel,First Owner,Manual,2017,7.0,70000.0,15.4,2179.0,120.0,9.0,Mahindra Scorpio
2013 Maruti Swift LXI BSIV,2013,Comprehensive,Petrol,Second Owner,Manual,2013,5.0,71977.0,1197.0,8180.0,113.0,2.94,Maruti Swift
2017 Maruti Ignis 1.2 Zeta BSIV,2017,Comprehensive,Petrol,Second Owner,Manual,2017,5.0,52690.0,20.89,1197.0,8180.0,4.2,Maruti Ignis
2022 Hyundai Creta SX Opt IVT,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,11900.0,14.0,1497.0,11318.0,18.25,Hyundai Creta
2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,53747.0,18.6,1197.0,8183.0,5.77,Hyundai i20
2019 BMW X3 xDrive 20d Luxury Line,2020,Zero Dep,Diesel,First Owner,Automatic,2019,5.0,32321.0,16.55,1995.0,1877.0,49.9,BMW X3
2015 Honda Brio S MT,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,55485.0,19.4,1198.0,868.0,3.35,Honda Brio
2018 Land Rover Range Rover Velar P250 R-Dynamic SE,2018,Third Party,Petrol,Second Owner,Automatic,2018,5.0,54000.0,15.8,1997.0,247.0,59.75,Land Rover
2017 Maruti Baleno 1.2 Zeta,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,49404.0,21.4,1197.0,831.0,5.44,Maruti Baleno
2018 Ford Endeavour 3.2 Titanium AT 4X4,2018,Third Party,Diesel,First Owner,Automatic,2018,7.0,100000.0,10.91,3198.0,197.0,22.5,Ford Endeavour
2022 Mahindra Scorpio N Z8L AT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,7.0,8000.0,1997.0,200.0,380.0,24.0,Mahindra Scorpio
2014 Maruti Wagon R VXi BSII,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,33841.0,998.0,671.0,90.0,3.17,Maruti Wagon
2023 Volkswagen Virtus Topline BSVI,2023,Comprehensive,Petrol,First Owner,Manual,2023,5.0,9246.0,19.4,999.0,11398.0,15.62,Volkswagen Virtus
2018 Toyota Innova Crysta 2.7 ZX AT BSIV,2018,Comprehensive,Petrol,First Owner,Automatic,2018,7.0,42000.0,10.75,2694.0,1637.0,17.9,Toyota Innova
2018 Tata Tiago 1.05 Revotorq XT,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,42462.0,27.28,1047.0,69.0,4.3,Tata Tiago
2021 Mahindra Alturas G4 4X4 AT,2021,Third Party,Diesel,First Owner,Automatic,2021,7.0,30000.0,12.05,2157.0,17849.0,24.75,Mahindra Alturas
2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,96660.0,18.5,1197.0,8285.0,2.47,Hyundai i20
2014 Hyundai Grand i10 Asta,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,38963.0,18.9,1197.0,82.0,4.13,Hyundai Grand
2011 Hyundai i20 1.2 Magna,2011,Third Party,Petrol,Second Owner,Manual,2011,5.0,70000.0,18.5,1197.0,805200.0,1.6,Hyundai i20
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,63249.0,18.9,1197.0,8186.0,4.59,Hyundai Grand
2016 Maruti Ertiga ZXI Plus,2016,Comprehensive,Petrol,First Owner,Manual,2016,7.0,82000.0,19.01,1462.0,10326.0,7.49,Maruti Ertiga
2019 Maruti Ciaz 1.4 Sigma,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,38000.0,20.73,1373.0,911.0,6.75,Maruti Ciaz
2020 Kia Carnival Prestige,2020,Third Party,Diesel,First Owner,Automatic,2020,7.0,40500.0,14.11,2199.0,19726.0,25.25,Kia Carnival
2020 Kia Sonet GTX Plus Diesel BSVI,2020,Zero Dep,Diesel,First Owner,Manual,2020,5.0,40000.0,1493.0,9863.0,240.0,11.55,Kia Sonet
2015 Hyundai i10 Sportz,2015,Comprehensive,Petrol,Second Owner,Manual,2015,5.0,65170.0,20.36,1197.0,789.0,3.02,Hyundai i10
2018 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,50000.0,17.5,1199.0,887.0,7.25,Honda WR-V
2020 Renault KWID 1.0 RXL BSVI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,34838.0,999.0,6706.0,91.0,3.88,Renault KWID
2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,30466.0,20.28,998.0,11841.0,10.5,Hyundai i20
2020 Mercedes-Benz E-Class Exclusive E 220d,2020,Comprehensive,Diesel,Second Owner,Automatic,2020,5.0,32000.0,16.1,1950.0,1917.0,44.5,Mercedes-Benz E-Class
