car_name,registration_year,insurance_validity,fuel_type,ownsership,transmission,manufacturing_year,seats,kms_driven,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs),short_carname
2020 Maruti Wagon R LXI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,32000.0,998.0,6705.0,90.0,5.1,Maruti Wagon
2018 Maruti Baleno Alpha Diesel,2018,Comprehensive,Diesel,Second Owner,Manual,2018,5.0,88000.0,27.39,1248.0,74.0,5.9,Maruti Baleno
2012 Maruti Swift Dzire LXI,2012,Third Party,Petrol,First Owner,Manual,2012,5.0,105885.0,1197.0,8850.0,113.0,3.27,Maruti Swift
2017 Honda WR-V i-DTEC VX,2017,Zero Dep,Diesel,First Owner,Manual,2017,5.0,93774.0,25.5,1498.0,986.0,7.15,Honda WR-V
2020 Mercedes-Benz C-Class Progressive C 220d,2020,Third Party,Diesel,First Owner,Automatic,2020,5.0,44000.0,12.6,1950.0,194.0,39.5,Mercedes-Benz C-Class
2016 Hyundai Grand i10 Magna,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,86981.0,1197.0,82.0,114.0,4.21,Hyundai Grand
2019 Maruti Baleno 1.2 Zeta,2020,Zero Dep,Petrol,First Owner,Manual,2019,5.0,48728.0,21.4,1197.0,831.0,6.66,Maruti Baleno
2013 Hyundai Verna 1.6 SX VTVT,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,87001.0,17.01,1591.0,1213.0,4.65,Hyundai Verna
2016 Maruti Wagon R VXI BS IV,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,50595.0,20.51,998.0,6704.0,4.11,Maruti Wagon
2021 Honda Jazz V CVT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,31000.0,17.1,1199.0,8850.0,8.5,Honda Jazz
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,103012.0,1197.0,82.0,114.0,4.14,Hyundai Grand
2013 Maruti Swift VXI,2014,Third Party,Petrol,First Owner,Manual,2013,5.0,108929.0,22.38,1197.0,8850.0,3.84,Maruti Swift
2016 Honda BR-V i-VTEC V CVT,2016,Third Party,Petrol,First Owner,Automatic,2016,7.0,57000.0,15.4,1497.0,1173.0,7.95,Honda BR-V
2018 Honda Brio 1.2 S Option MT,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,56387.0,18.5,1198.0,868.0,4.3,Honda Brio
2014 Honda City i DTec VX,2014,Comprehensive,Diesel,First Owner,Manual,2014,5.0,101000.0,26.0,1498.0,986.0,5.75,Honda City
2018 Honda Brio 1.2 VX AT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,42000.0,16.5,1198.0,868.0,5.5,Honda Brio
2021 Hyundai Verna SX Diesel,2021,Third Party,Diesel,First Owner,Manual,2021,5.0,50000.0,25.0,1493.0,11345.0,13.9,Hyundai Verna
2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2019,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,26000.0,18.9,1197.0,8186.0,5.95,Hyundai Grand
2014 Mercedes-Benz C-Class C 220 CDI BE Avantgare,2014,Comprehensive,Diesel,First Owner,Automatic,2014,5.0,92001.0,14.84,2143.0,16762.0,11.75,Mercedes-Benz C-Class
2016 Honda Brio 1.2 VX MT,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,29000.0,18.5,1198.0,868.0,4.5,Honda Brio
2017 Maruti Swift VXI Optional,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,69000.0,20.4,1197.0,8180.0,5.4,Maruti Swift
2022 Maruti Ignis Sigma BSVI,2022,Zero Dep,Petrol,First Owner,Manual,2022,5.0,51918.0,1197.0,8180.0,113.0,5.4,Maruti Ignis
2016 Hyundai Grand i10 Asta,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,37552.0,18.9,1197.0,82.0,5.32,Hyundai Grand
2019 Tata Nexon 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,84000.0,17.0,1198.0,1085.0,8.7,Tata Nexon
2016 Honda Amaze S i-Vtech,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,63420.0,18.0,1198.0,867.0,5.11,Honda Amaze
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Third Party,Petrol,Second Owner,Manual,2017,5.0,68888.0,18.9,1197.0,8186.0,4.39,Hyundai Grand
2013 Maruti Swift ZDi,2013,Comprehensive,Diesel,First Owner,Manual,2013,5.0,104255.0,22.9,1248.0,74.0,4.5,Maruti Swift
2018 Honda Brio 1.2 S Option MT,2018,Third Party,Petrol,First Owner,Manual,2018,5.0,47877.0,18.5,1198.0,868.0,4.72,Honda Brio
2016 Mercedes-Benz C-Class C 200 AVANTGARDE,2016,Comprehensive,Petrol,Second Owner,Automatic,2016,5.0,61000.0,14.74,1991.0,18104.0,27.9,Mercedes-Benz C-Class
2016 Honda Jazz 1.5 V i DTEC,2016,Third Party,Diesel,First Owner,Manual,2016,5.0,83337.0,27.3,1498.0,986.0,4.64,Honda Jazz
2016 Honda Brio S MT,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,61836.0,19.4,1198.0,868.0,4.06,Honda Brio
2015 Volkswagen Vento 1.2 TSI Highline AT,2015,Comprehensive,Petrol,First Owner,Automatic,2015,5.0,68001.0,18.19,1197.0,1032.0,5.9,Volkswagen Vento
2022 Maruti Baleno Zeta BSVI,2023,Zero Dep,Petrol,First Owner,Manual,2022,5.0,39813.0,22.35,1197.0,8850.0,7.87,Maruti Baleno
2018 Honda Amaze VX i-VTEC,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,74000.0,17.8,1198.0,867.0,6.9,Honda Amaze
2013 Honda Brio V MT,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,87000.0,19.4,1198.0,868.0,3.5,Honda Brio
2016 Hyundai i20 Sportz Option 1.2,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,71000.0,18.6,1197.0,8183.0,6.6,Hyundai i20
2018 Mercedes-Benz GLE 250d,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,102000.0,17.9,2143.0,20115.0,43.5,Mercedes-Benz GLE
2010 Mitsubishi Outlander 2.4,2010,Third Party,Petrol,Third Owner,Automatic,2010,5.0,110000.0,11.3,2360.0,170.0,6.5,Mitsubishi Outlander
2019 Tata Tiago 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,75000.0,23.84,1199.0,84.0,5.7,Tata Tiago
2017 Maruti Ciaz VDi Plus SHVS,2017,Third Party,Diesel,First Owner,Manual,2017,5.0,62000.0,28.09,1248.0,885.0,7.1,Maruti Ciaz
2014 Hyundai i10 Magna 1.2 iTech SE,2014,Third Party,Petrol,First Owner,Manual,2014,5.0,49000.0,1197.0,789.0,1117.0,4.4,Hyundai i10
2016 Maruti Ciaz ZXi,2017,Comprehensive,Petrol,First Owner,Manual,2016,5.0,76792.0,20.73,1373.0,911.0,6.37,Maruti Ciaz
2014 Honda Brio S MT,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,34445.0,19.4,1198.0,868.0,4.24,Honda Brio
2012 Hyundai i10 Magna 1.1 iTech SE,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,64000.0,1086.0,6805.0,9904.0,3.2,Hyundai i10
2016 Maruti Swift Dzire VXI,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,109405.0,22.41,1197.0,8850.0,5.2,Maruti Swift
2015 Honda Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,118146.0,18.7,1199.0,887.0,4.61,Honda Jazz
2022 Tata Punch Creative AMT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,9000.0,18.8,1199.0,8663.0,8.75,Tata Punch
2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2017,Zero Dep,Petrol,Second Owner,Automatic,2017,5.0,41339.0,18.9,1197.0,8186.0,5.87,Hyundai Grand
2022 BMW 2 Series 220i M Sport BSVI,2022,Comprehensive,Petrol,Second Owner,Automatic,2022,5.0,22000.0,14.82,1998.0,18908.0,33.5,BMW 2
2017 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,First Owner,Manual,2017,5.0,62607.0,17.5,1199.0,887.0,7.21,Honda WR-V
2020 Maruti Baleno Delta,2020,Zero Dep,Petrol,First Owner,Manual,2020,5.0,52794.0,21.01,1197.0,8180.0,6.77,Maruti Baleno
2022 Mercedes-Benz E-Class Exclusive E 200 BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,10000.0,15.0,1991.0,19444.0,67.5,Mercedes-Benz E-Class
2022 Renault Triber RXL BSVI,2022,Third Party,Petrol,First Owner,Manual,2022,7.0,33864.0,20.0,999.0,7101.0,5.86,Renault Triber
2012 Hyundai Elantra CRDi SX AT,2012,Third Party,Diesel,Second Owner,Automatic,2012,5.0,73000.0,19.5,1582.0,12624.0,4.25,Hyundai Elantra
2017 Maruti Baleno Delta,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,70000.0,21.01,1197.0,8180.0,4.75,Maruti Baleno
2017 Honda BR-V i-DTEC S MT,2017,Comprehensive,Diesel,Second Owner,Manual,2017,7.0,67754.0,21.9,1498.0,986.0,6.15,Honda BR-V
2010 Nissan Micra XL,2010,Comprehensive,Petrol,First Owner,Manual,2010,5.0,69000.0,18.06,1198.0,75.0,2.5,Nissan Micra
2018 Mahindra XUV500 W7 BSIV,2019,Third Party,Diesel,First Owner,Manual,2018,7.0,78000.0,15.1,2179.0,15287.0,10.25,Mahindra XUV500
2009 Maruti Alto 800 LXi BSIII,2009,Third Party,Petrol,Third Owner,Manual,2009,5.0,70000.0,796.0,463.0,62.0,1.4,Maruti Alto
2017 Maruti Ertiga SHVS VDI,2017,Third Party,Diesel,First Owner,Manual,2017,7.0,83000.0,24.52,1248.0,885.0,7.8,Maruti Ertiga
2020 Hyundai Grand i10 Nios AMT Sportz,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,17778.0,20.7,1197.0,8186.0,7.04,Hyundai Grand
2021 Hyundai Grand i10 Nios AMT Sportz,2021,Third Party,Petrol,First Owner,Automatic,2021,5.0,16499.0,20.7,1197.0,8186.0,7.14,Hyundai Grand
2012 Renault Scala Diesel RxZ,2012,Third Party,Diesel,First Owner,Manual,2012,5.0,120000.0,21.64,1461.0,848.0,2.25,Renault Scala
2016 Honda Jazz 1.2 V i VTEC,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,33364.0,18.7,1199.0,887.0,4.79,Honda Jazz
2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,64784.0,18.9,1197.0,82.0,4.26,Hyundai Grand
2014 Mercedes-Benz E-Class E 200 CGI,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,59000.0,12.0,1991.0,184.0,19.9,Mercedes-Benz E-Class
2014 Hyundai i10 Magna 1.1L,2014,Third Party,Petrol,First Owner,Manual,2014,5.0,29584.0,1086.0,6805.0,9904.0,3.7,Hyundai i10
2013 Nissan Sunny Petrol Special Edition,2013,Third Party,Petrol,Third Owner,Manual,2013,5.0,80000.0,16.95,1498.0,977.0,3.0,Nissan Sunny
2017 Tata Tiago 1.2 Revotron XT,2018,Third Party,Petrol,Second Owner,Manual,2017,5.0,77482.0,23.84,1199.0,84.0,3.99,Tata Tiago
2018 Honda Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,60000.0,19.0,1199.0,887.0,6.25,Honda Jazz
2020 Tata Tiago XZ,2020,Third Party,Petrol,First Owner,Manual,2020,5.0,34312.0,20.09,1199.0,8482.0,5.57,Tata Tiago
2021 Tata Tiago XZA Plus AMT BSVI,2021,Third Party,Petrol,First Owner,Automatic,2021,5.0,53000.0,19.0,1199.0,8482.0,6.5,Tata Tiago
2017 Honda Amaze VX CVT i-VTEC,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,45000.0,18.1,1199.0,887.0,5.75,Honda Amaze
2019 Honda Amaze VX i-VTEC,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,23000.0,17.8,1198.0,867.0,6.9,Honda Amaze
2015 Maruti Swift Dzire VXI 1.2,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,80001.0,21.21,1197.0,8180.0,4.9,Maruti Swift
2015 Maruti Swift Dzire VDI,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,62000.0,28.4,1248.0,7402.0,5.5,Maruti Swift
2020 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,57000.0,14.8,1497.0,12136.0,8.5,Ford Ecosport
2015 Honda Brio S MT,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,21000.0,19.4,1198.0,868.0,3.9,Honda Brio
2013 Maruti Swift VXI,2013,Third Party,Petrol,First Owner,Manual,2013,5.0,43415.0,22.38,1197.0,8850.0,4.08,Maruti Swift
2017 Hyundai i20 Asta Option 1.4 CRDi,2017,Third Party,Diesel,First Owner,Manual,2017,5.0,24412.0,22.54,1396.0,8873.0,7.58,Hyundai i20
2021 Kia Carnival Premium,2021,Zero Dep,Diesel,First Owner,Automatic,2021,7.0,45000.0,14.11,2199.0,1972.0,25.9,Kia Carnival
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,24020.0,1197.0,82.0,114.0,4.8,Hyundai Grand
2018 Maruti Swift Dzire VXI 1.2,2018,Third Party,Petrol,Second Owner,Manual,2018,5.0,70251.0,21.21,1197.0,8180.0,5.33,Maruti Swift
2018 Honda City VX CVT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,44000.0,18.4,1498.0,11935.0,9.9,Honda City
2021 Maruti Alto 800 LXI S-CNG,2021,Comprehensive,CNG,First Owner,Manual,2021,4.0,86212.0,796.0,4036.0,60.0,4.2,Maruti Alto
2018 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party,Petrol,First Owner,Automatic,2018,5.0,64000.0,17.0,1591.0,1213.0,9.5,Hyundai Verna
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,39458.0,1197.0,82.0,114.0,4.65,Hyundai Grand
2012 Maruti Swift VDI,2013,Third Party,Diesel,First Owner,Manual,2012,5.0,70598.0,22.9,1248.0,74.0,3.56,Maruti Swift
2017 Honda Amaze S Option i-VTEC,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,94000.0,17.8,1198.0,867.0,4.75,Honda Amaze
2016 Hyundai Grand i10 Magna,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,48325.0,1197.0,82.0,114.0,4.3,Hyundai Grand
2016 Toyota Corolla Altis VL AT,2016,Comprehensive,Petrol,Second Owner,Automatic,2016,5.0,66000.0,14.28,1798.0,13803.0,6.5,Toyota Corolla
2015 Honda City i DTEC V,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,86001.0,26.0,1498.0,986.0,5.75,Honda City
2014 Toyota Corolla Altis G AT,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,62000.0,14.28,1798.0,13803.0,6.9,Toyota Corolla
2016 Hyundai Verna 1.4 VTVT,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,50000.0,17.43,1396.0,1055.0,6.25,Hyundai Verna
2016 Hyundai Creta 1.6 SX Diesel,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,79000.0,20.5,1582.0,1262.0,9.25,Hyundai Creta
2017 Maruti Swift Dzire AMT ZDI Plus,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,74002.0,28.4,1248.0,7402.0,6.75,Maruti Swift
2014 Mercedes-Benz S-Class S 500 L,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,74000.0,7.81,5461.0,3629.0,52.9,Mercedes-Benz S-Class
2015 Hyundai Verna 1.6 CRDi S Option,2015,Third Party,Diesel,Second Owner,Manual,2015,5.0,65000.0,23.9,1582.0,12632.0,5.9,Hyundai Verna
2021 Hyundai i20 Asta Opt BSVI,2021,Comprehensive,Petrol,Second Owner,Manual,2021,5.0,39718.0,21.0,1197.0,8180.0,7.58,Hyundai i20
2016 Hyundai Grand i10 Magna,2017,Third Party,Petrol,First Owner,Manual,2016,5.0,67529.0,1197.0,82.0,114.0,4.5,Hyundai Grand
2016 Audi Q7 45 TDI Quattro Technology,2016,Third Party,Diesel,Second Owner,Automatic,2016,7.0,110000.0,14.75,2967.0,245.0,40.0,Audi Q7
2017 Maruti Baleno 1.2 Delta,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,88281.0,21.4,1197.0,831.0,5.01,Maruti Baleno
2016 Hyundai Grand i10 Magna,2016,Third Party,Petrol,Second Owner,Manual,2016,5.0,64160.0,1197.0,82.0,114.0,4.12,Hyundai Grand
2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,88000.0,16.38,1995.0,18246.0,15.5,Hyundai Tucson
2017 Maruti Swift VXI,2017,Zero Dep,Petrol,First Owner,Manual,2017,5.0,77253.0,22.38,1197.0,8850.0,4.91,Maruti Swift
2013 Audi A4 2.0 TDI,2013,Comprehensive,Diesel,First Owner,Automatic,2013,5.0,72000.0,16.55,1968.0,14751.0,11.9,Audi A4
2012 Honda City S,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,102614.0,16.8,1497.0,1164.0,4.01,Honda City
2017 Honda City i VTEC SV,2017,Comprehensive,Petrol,Second Owner,Manual,2017,5.0,78911.0,17.8,1497.0,1173.0,6.37,Honda City
2015 BMW X5 xDrive 30d,2015,Comprehensive,Diesel,First Owner,Automatic,2015,5.0,99000.0,15.3,2993.0,258.0,28.9,BMW X5
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Third Party,Petrol,Second Owner,Manual,2017,5.0,47975.0,18.9,1197.0,8186.0,4.96,Hyundai Grand
2018 Mercedes-Benz C-Class C 220d Avantgarde Edition C,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,56000.0,19.27,2143.0,16762.0,29.5,Mercedes-Benz C-Class
2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Third Party,Diesel,First Owner,Automatic,2014,7.0,121000.0,11.3,2987.0,2548.0,35.0,Mercedes-Benz GL-Class
2015 Mercedes-Benz M-Class ML 250 CDI,2015,Comprehensive,Diesel,First Owner,Automatic,2015,5.0,78000.0,15.26,2143.0,2032.0,23.9,Mercedes-Benz M-Class
2015 BMW X6 xDrive 40d M Sport,2015,Comprehensive,Diesel,Second Owner,Automatic,2015,5.0,75000.0,15.87,2993.0,30843.0,32.9,BMW X6
2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,2020,Comprehensive,Diesel,First Owner,Automatic,2020,5.0,44000.0,1999.0,2454.0,430.0,53.5,Land Rover
2019 Maruti Celerio ZXI AMT BSIV,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,42000.0,23.1,998.0,6704.0,4.5,Maruti Celerio
2018 Maruti Baleno 1.2 CVT Alpha,2018,Third Party,Petrol,Third Owner,Automatic,2018,5.0,60000.0,21.4,1197.0,831.0,5.1,Maruti Baleno
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,64657.0,1197.0,82.0,114.0,4.02,Hyundai Grand
2018 Honda Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,100657.0,19.0,1199.0,887.0,5.67,Honda Jazz
2018 Hyundai Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,32000.0,13.0,1591.0,1213.0,10.9,Hyundai Creta
2012 Honda Brio S MT,2012,Third Party,Petrol,First Owner,Manual,2012,5.0,50570.0,19.4,1198.0,868.0,2.8,Honda Brio
2016 Hyundai Grand i10 Asta,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,42392.0,18.9,1197.0,82.0,5.13,Hyundai Grand
2014 Ford Ecosport 1.5 DV5 MT Titanium,2014,Third Party,Diesel,Second Owner,Manual,2014,5.0,78000.0,22.7,1498.0,8984.0,3.75,Ford Ecosport
2015 Hyundai Grand i10 Magna,2016,Third Party,Petrol,First Owner,Manual,2015,5.0,62155.0,1197.0,82.0,114.0,4.19,Hyundai Grand
2007 Maruti SX4 Vxi BSIII,2007,Third Party,Petrol,Second Owner,Manual,2007,5.0,100000.0,15.0,1586.0,10468.0,1.55,Maruti SX4
2016 Hyundai i20 Asta Option 1.4 CRDi,2016,Comprehensive,Diesel,Third Owner,Manual,2016,5.0,94822.0,22.54,1396.0,8873.0,5.43,Hyundai i20
2016 Hyundai EON Era Plus,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,59422.0,814.0,552.0,745.0,2.91,Hyundai EON
2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,82000.0,1497.0,11343.0,144.0,13.9,Kia Seltos
2017 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party,Petrol,Second Owner,Automatic,2017,5.0,70727.0,17.0,1591.0,1213.0,9.12,Hyundai Verna
2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,79000.0,1497.0,11343.0,144.0,12.9,Kia Seltos
2014 Renault Duster 110PS Diesel RxL,2014,Third Party,Diesel,Second Owner,Manual,2014,5.0,120000.0,19.01,1461.0,10845.0,3.45,Renault Duster
2013 Hyundai Elantra CRDi Base,2013,Third Party,Diesel,Third Owner,Manual,2013,5.0,120000.0,22.7,1582.0,12624.0,4.0,Hyundai Elantra
2016 Mahindra TUV 300 T8 AMT,2016,Comprehensive,Diesel,First Owner,Automatic,2016,7.0,70000.0,18.49,1493.0,100.0,6.15,Mahindra TUV
2017 BMW X1 sDrive20d Expedition,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,61000.0,20.68,1995.0,188.0,19.75,BMW X1
2014 Honda Amaze EX i-Vtech,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,92000.0,18.0,1198.0,867.0,3.6,Honda Amaze
2016 Honda BR-V i-VTEC S MT,2016,Third Party,Petrol,First Owner,Manual,2016,7.0,58857.0,15.4,1497.0,1173.0,6.5,Honda BR-V
2016 Maruti Wagon R VXI BS IV,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,68237.0,20.51,998.0,6704.0,3.89,Maruti Wagon
2021 Maruti Baleno Zeta,2021,Zero Dep,Petrol,First Owner,Manual,2021,5.0,31237.0,21.01,1197.0,8180.0,7.27,Maruti Baleno
2017 Hyundai Xcent 1.2 VTVT E Plus,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,45000.0,20.14,1197.0,8186.0,4.95,Hyundai Xcent
2012 Maruti Swift VDI,2012,Third Party,Diesel,First Owner,Manual,2012,5.0,93027.0,22.9,1248.0,74.0,3.71,Maruti Swift
2014 Maruti Swift Dzire VDI,2014,Third Party,Diesel,Second Owner,Manual,2014,5.0,122688.0,23.4,1248.0,74.0,4.22,Maruti Swift
2020 Honda Amaze S i-DTEC,2020,Comprehensive,Diesel,First Owner,Manual,2020,5.0,53000.0,25.8,1498.0,986.0,6.75,Honda Amaze
2019 Maruti Celerio X ZXI,2019,Zero Dep,Petrol,First Owner,Manual,2019,5.0,60464.0,21.63,998.0,6705.0,4.6,Maruti Celerio
2014 Honda City i VTEC SV,2014,Third Party,Petrol,First Owner,Manual,2014,5.0,40171.0,17.4,1497.0,1173.0,5.17,Honda City
2018 Honda Amaze S i-VTEC,2019,Third Party,Petrol,First Owner,Manual,2018,5.0,122223.0,17.8,1198.0,867.0,5.8,Honda Amaze
2010 Hyundai i10 Magna 1.1,2010,Third Party,Petrol,First Owner,Manual,2010,5.0,44000.0,1086.0,6805.0,9904.0,2.4,Hyundai i10
2015 Hyundai Grand i10 AT Asta,2015,Third Party,Petrol,Second Owner,Automatic,2015,5.0,77299.0,18.9,1197.0,82.0,4.79,Hyundai Grand
2019 Tata Harrier XT Plus,2019,Comprehensive,Diesel,First Owner,Manual,2019,5.0,39000.0,16.35,1956.0,16767.0,13.95,Tata Harrier
2018 Jeep Compass 2.0 Limited,2018,Third Party,Diesel,Second Owner,Manual,2018,5.0,120000.0,17.1,1956.0,170.0,11.0,Jeep Compass
2022 MG Astor Sharp EX BSVI,2022,Zero Dep,Petrol,First Owner,Manual,2022,5.0,29000.0,15.43,1498.0,10849.0,12.9,MG Astor
2017 Honda Jazz 1.2 S i VTEC,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,60000.0,18.7,1199.0,887.0,4.75,Honda Jazz
2017 Hyundai i20 1.4 Asta,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,80000.0,22.54,1396.0,8873.0,6.9,Hyundai i20
2015 Ford Ecosport 1.5 Diesel Titanium,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,78000.0,21.7,1498.0,9896.0,5.5,Ford Ecosport
2016 Honda Amaze S Diesel,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,58000.0,24.7,1498.0,9789.0,5.5,Honda Amaze
2015 Hyundai Grand i10 CRDi Magna,2015,Third Party,Diesel,First Owner,Manual,2015,5.0,67000.0,1120.0,70.0,160.0,4.25,Hyundai Grand
2014 Maruti Swift LXI,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,44019.0,18.6,1197.0,858.0,3.15,Maruti Swift
2021 Maruti Celerio ZXI Plus BSVI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,11962.0,24.97,998.0,6571.0,5.69,Maruti Celerio
2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,13066.0,22.05,796.0,4733.0,3.69,Maruti Alto
2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,36015.0,18.9,1197.0,82.0,3.61,Hyundai Grand
2021 Hyundai i20 Sportz IVT BSVI,2021,Third Party,Petrol,Second Owner,Automatic,2021,5.0,14000.0,19.65,1197.0,8676.0,6.99,Hyundai i20
2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,First Owner,Manual,2020,5.0,11880.0,998.0,5833.0,78.0,4.74,Maruti Wagon
2009 Hyundai i10 Era,2009,Comprehensive,Petrol,Second Owner,Manual,2009,5.0,35000.0,1086.0,6805.0,9904.0,2.25,Hyundai i10
2015 Maruti Ertiga LDI,2015,Comprehensive,Diesel,First Owner,Manual,2015,7.0,65018.0,1248.0,8850.0,200.0,4.75,Maruti Ertiga
2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,28061.0,22.05,796.0,4733.0,3.43,Maruti Alto
2019 Renault Duster RXS Option CVT BSIV,2019,Third Party,Petrol,First Owner,Automatic,2019,5.0,40300.0,13.9,1498.0,105.0,6.5,Renault Duster
2019 Maruti Alto K10 VXI,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,58231.0,23.95,998.0,6705.0,3.32,Maruti Alto
2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Third Party,Petrol,First Owner,Automatic,2021,5.0,13000.0,20.28,998.0,11841.0,8.9,Hyundai i20
2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,32997.0,22.05,796.0,4733.0,3.39,Maruti Alto
2015 Honda Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,41203.0,18.7,1199.0,887.0,3.99,Honda Jazz
